1,906,1.000000
1,782,1.000000
1,781,1.000000
1,709,1.000000
1,656,1.000000
1,531,1.000000
1,502,1.000000
1,489,1.000000
1,435,1.000000
1,284,1.000000
1,209,1.000000
1,154,1.000000
1,106,1.000000
2,985,1.000000
2,952,1.000000
2,926,1.000000
2,908,1.000000
2,894,1.000000
2,819,1.000000
2,684,1.000000
2,652,1.000000
2,614,1.000000
2,525,1.000000
2,503,1.000000
2,416,1.000000
2,350,1.000000
2,341,1.000000
2,329,1.000000
2,268,1.000000
2,257,1.000000
2,243,1.000000
2,232,1.000000
2,177,1.000000
2,145,1.000000
2,100,1.000000
2,74,1.000000
2,63,1.000000
3,974,1.000000
3,895,1.000000
3,797,1.000000
3,783,1.000000
3,762,1.000000
3,689,1.000000
3,649,1.000000
3,633,1.000000
3,553,1.000000
3,498,1.000000
3,496,1.000000
3,439,1.000000
3,422,1.000000
3,354,1.000000
3,155,1.000000
3,65,1.000000
4,966,1.000000
4,956,1.000000
4,941,1.000000
4,824,1.000000
4,689,1.000000
4,649,1.000000
4,633,1.000000
4,473,1.000000
4,439,1.000000
4,430,1.000000
4,422,1.000000
4,402,1.000000
4,400,1.000000
4,391,1.000000
4,384,1.000000
4,378,1.000000
4,359,1.000000
4,297,1.000000
4,275,1.000000
4,158,1.000000
4,155,1.000000
4,122,1.000000
5,988,1.000000
5,987,1.000000
5,960,1.000000
5,950,1.000000
5,937,1.000000
5,903,1.000000
5,880,1.000000
5,876,1.000000
5,874,1.000000
5,871,1.000000
5,868,1.000000
5,856,1.000000
5,843,1.000000
5,839,1.000000
5,832,1.000000
5,810,1.000000
5,755,1.000000
5,743,1.000000
5,737,1.000000
5,730,1.000000
5,716,1.000000
5,708,1.000000
5,685,1.000000
5,682,1.000000
5,675,1.000000
5,653,1.000000
5,647,1.000000
5,644,1.000000
5,631,1.000000
5,624,1.000000
5,620,1.000000
5,591,1.000000
5,588,1.000000
5,582,1.000000
5,579,1.000000
5,573,1.000000
5,559,1.000000
5,547,1.000000
5,517,1.000000
5,494,1.000000
5,484,1.000000
5,467,1.000000
5,461,1.000000
5,443,1.000000
5,419,1.000000
5,411,1.000000
5,404,1.000000
5,395,1.000000
5,394,1.000000
5,388,1.000000
5,387,1.000000
5,380,1.000000
5,352,1.000000
5,346,1.000000
5,337,1.000000
5,325,1.000000
5,313,1.000000
5,292,1.000000
5,271,1.000000
5,258,1.000000
5,239,1.000000
5,235,1.000000
5,223,1.000000
5,222,1.000000
5,211,1.000000
5,203,1.000000
5,195,1.000000
5,188,1.000000
5,167,1.000000
5,149,1.000000
5,146,1.000000
5,124,1.000000
5,98,1.000000
5,91,1.000000
5,75,1.000000
5,70,1.000000
5,62,1.000000
5,25,1.000000
