2,100,1
2,74,1
2,63,1
3,65,1
5,98,1
5,91,1
5,75,1
5,70,1
5,62,1
5,25,1
7,72,1
7,57,1
7,53,1
7,45,1
11,39,1
11,23,1
13,87,1
13,69,1
15,98,1
15,75,1
15,70,1
15,62,1
15,52,1
15,25,1
19,29,1
20,81,1
21,23,1
23,39,1
24,31,1
25,98,1
25,75,1
25,70,1
25,62,1
25,52,1
38,51,1
45,92,1
45,72,1
45,57,1
45,53,1
48,73,1
52,98,1
52,75,1
52,70,1
52,62,1
53,57,1
56,92,1
62,98,1
62,75,1
62,70,1
63,100,1
63,74,1
69,87,1
70,98,1
70,75,1
74,100,1
75,98,1
77,90,1
78,97,1
78,94,1
79,86,1
94,97,1
